"id","state","estimated_population_2019","confirmed","date","deaths","update_source"
2553,"MA",7075181,10,"2020-03-26",0,"Secretaria Estadual de Saúde"
2554,"PI",3273227,9,"2020-03-26",0,"Secretaria Estadual de Saúde"
2555,"CE",9132078,237,"2020-03-26",3,"Secretaria Estadual de Saúde"
2556,"RN",3506853,19,"2020-03-26",0,"Secretaria Estadual de Saúde"
2557,"PB",4018127,6,"2020-03-26",0,"Secretaria Estadual de Saúde"
2558,"PE",9557071,48,"2020-03-26",3,"Secretaria Estadual de Saúde"
3483,"MA",7075181,3506,"2020-04-30",204,"Secretaria Estadual de Saúde"
3484,"PI",3273227,600,"2020-04-30",24,"Secretaria Estadual de Saúde"
3485,"CE",9132078,7861,"2020-04-30",492,"Secretaria Estadual de Saúde"
3486,"RN",3506853,1297,"2020-04-30",56,"Secretaria Estadual de Saúde"
3487,"PB",4018127,926,"2020-04-30",67,"Secretaria Estadual de Saúde"
3488,"PE",9557071,6876,"2020-04-30",565,"Secretaria Estadual de Saúde"
3489,"AL",3337357,1045,"2020-04-30",47,"Secretaria Estadual de Saúde"
3490,"SE",2298696,453,"2020-04-30",14,"Secretaria Estadual de Saúde"
3491,"BA",14873064,2867,"2020-04-30",106,"Secretaria Estadual de Saúde"
3492,"MG",21168791,1827,"2020-04-30",82,"Secretaria Estadual de Saúde"
3493,"ES",4018650,2688,"2020-04-30",93,"Secretaria Estadual de Saúde"
3494,"RJ",17264943,9453,"2020-04-30",854,"Secretaria Estadual de Saúde"
3495,"RO",1777225,502,"2020-04-30",16,"Secretaria Estadual de Saúde"
3496,"PR",11433957,1423,"2020-04-30",88,"Secretaria Estadual de Saúde"
3497,"SC",7164788,2394,"2020-04-30",48,"Secretaria Estadual de Saúde"
3498,"RS",11377239,1529,"2020-04-30",58,"Secretaria Estadual de Saúde"
3499,"MS",2778986,255,"2020-04-30",9,"Secretaria Estadual de Saúde"
3500,"MT",3484466,302,"2020-04-30",11,"Secretaria Estadual de Saúde"
3501,"GO",7018354,781,"2020-04-30",29,"Secretaria Estadual de Saúde"
3502,"DF",3015268,1423,"2020-04-30",30,"Secretaria Estadual de Saúde"
3503,"SP",45919049,30374,"2020-05-01",2511,"Secretaria Estadual de Saúde"
3504,"AC",881935,487,"2020-05-01",19,"Secretaria Estadual de Saúde"
3505,"AM",4144597,5723,"2020-05-01",476,"Secretaria Estadual de Saúde"
3506,"PA",8602865,3359,"2020-05-01",263,"Secretaria Estadual de Saúde"
3507,"AP",845731,1121,"2020-05-01",37,"Secretaria Estadual de Saúde"
3508,"TO",1572866,191,"2020-05-01",4,"Secretaria Estadual de Saúde"
3509,"MA",7075181,3805,"2020-05-01",224,"Secretaria Estadual de Saúde"
3510,"PI",3273227,665,"2020-05-01",26,"Secretaria Estadual de Saúde"
3511,"CE",9132078,8000,"2020-05-01",539,"Secretaria Estadual de Saúde"
3512,"RN",3506853,1366,"2020-05-01",59,"Secretaria Estadual de Saúde"
3513,"PB",4018127,1034,"2020-05-01",74,"Secretaria Estadual de Saúde"
3514,"PE",9557071,7334,"2020-05-01",603,"Secretaria Estadual de Saúde"
3515,"AL",3337357,1226,"2020-05-01",53,"Secretaria Estadual de Saúde"
3516,"SE",2298696,517,"2020-05-01",14,"Secretaria Estadual de Saúde"
3517,"BA",14873064,3140,"2020-05-01",117,"Secretaria Estadual de Saúde"
3518,"MG",21168791,1935,"2020-05-01",88,"Secretaria Estadual de Saúde"
3519,"ES",4018650,2913,"2020-05-01",101,"Secretaria Estadual de Saúde"
3520,"RJ",17264943,10166,"2020-05-01",921,"Secretaria Estadual de Saúde"
3521,"RO",1777225,585,"2020-05-01",18,"Secretaria Estadual de Saúde"
3522,"PR",11433957,1464,"2020-05-01",92,"Secretaria Estadual de Saúde"
3523,"SC",7164788,2104,"2020-05-01",50,"Secretaria Estadual de Saúde"
3524,"RS",11377239,1619,"2020-05-01",62,"Secretaria Estadual de Saúde"
3525,"MS",2778986,261,"2020-05-01",9,"Secretaria Estadual de Saúde"
3526,"MT",3484466,320,"2020-05-01",11,"Secretaria Estadual de Saúde"
3527,"GO",7018354,808,"2020-05-01",29,"Secretaria Estadual de Saúde"
3528,"DF",3015268,1546,"2020-05-01",31,"Secretaria Estadual de Saúde"
3529,"SP",45919049,31174,"2020-05-02",2586,"Secretaria Estadual de Saúde"
3530,"AC",881935,553,"2020-05-02",22,"Secretaria Estadual de Saúde"
3531,"AM",4144597,6062,"2020-05-02",501,"Secretaria Estadual de Saúde"
3532,"PA",8602865,3727,"2020-05-02",306,"Secretaria Estadual de Saúde"
3533,"AP",845731,1187,"2020-05-02",40,"Secretaria Estadual de Saúde"
3534,"TO",1572866,246,"2020-05-02",4,"Secretaria Estadual de Saúde"
3535,"MA",7075181,4040,"2020-05-02",237,"Secretaria Estadual de Saúde"
3536,"PI",3273227,742,"2020-05-02",28,"Secretaria Estadual de Saúde"
3537,"CE",9132078,8309,"2020-05-02",638,"Secretaria Estadual de Saúde"
3538,"RN",3506853,1392,"2020-05-02",61,"Secretaria Estadual de Saúde"
3539,"PB",4018127,1169,"2020-05-02",76,"Secretaria Estadual de Saúde"
3540,"PE",9557071,8145,"2020-05-02",628,"Secretaria Estadual de Saúde"
3541,"AL",3337357,1371,"2020-05-02",58,"Secretaria Estadual de Saúde"
3542,"SE",2298696,601,"2020-05-02",14,"Secretaria Estadual de Saúde"
3543,"BA",14873064,3315,"2020-05-02",123,"Secretaria Estadual de Saúde"
3544,"MG",21168791,2023,"2020-05-02",88,"Secretaria Estadual de Saúde"
3545,"ES",4018650,3104,"2020-05-02",104,"Secretaria Estadual de Saúde"
3546,"RJ",17264943,10546,"2020-05-02",971,"Secretaria Estadual de Saúde"
3547,"RO",1777225,654,"2020-05-02",23,"Secretaria Estadual de Saúde"
3548,"PR",11433957,1510,"2020-05-02",93,"Secretaria Estadual de Saúde"
3549,"SC",7164788,2346,"2020-05-02",52,"Secretaria Estadual de Saúde"
3550,"RS",11377239,1666,"2020-05-02",65,"Secretaria Estadual de Saúde"
3551,"MS",2778986,266,"2020-05-02",9,"Secretaria Estadual de Saúde"
3552,"MT",3484466,333,"2020-05-02",12,"Secretaria Estadual de Saúde"
3553,"GO",7018354,825,"2020-05-02",30,"Secretaria Estadual de Saúde"
3554,"DF",3015268,1605,"2020-05-02",32,"Secretaria Estadual de Saúde"
3555,"SP",45919049,31772,"2020-05-03",2627,"Secretaria Estadual de Saúde"
3556,"AC",881935,658,"2020-05-03",25,"Secretaria Estadual de Saúde"
3557,"AM",4144597,6683,"2020-05-03",548,"Secretaria Estadual de Saúde"
3558,"RR",605761,533,"2020-05-03",7,"Secretaria Estadual de Saúde"
3559,"PA",8602865,3920,"2020-05-03",317,"Secretaria Estadual de Saúde"
2559,"AL",3337357,11,"2020-03-26",0,"Secretaria Estadual de Saúde"
2560,"BA",14873064,108,"2020-03-26",0,"Secretaria Estadual de Saúde"
2561,"MG",21168791,153,"2020-03-26",0,"Secretaria Estadual de Saúde"
2562,"ES",4018650,48,"2020-03-26",0,"Secretaria Estadual de Saúde"
2563,"RJ",17264943,421,"2020-03-26",9,"Secretaria Estadual de Saúde"
2564,"RO",1777225,6,"2020-03-26",0,"Secretaria Estadual de Saúde"
2565,"PR",11433957,106,"2020-03-26",0,"Secretaria Estadual de Saúde"
2566,"SC",7164788,149,"2020-03-26",1,"Secretaria Estadual de Saúde"
2567,"RS",11377239,190,"2020-03-26",1,"Secretaria Estadual de Saúde"
2568,"MS",2778986,25,"2020-03-26",0,"Secretaria Estadual de Saúde"
2569,"MT",3484466,11,"2020-03-26",0,"Secretaria Estadual de Saúde"
2570,"GO",7018354,38,"2020-03-26",1,"Secretaria Estadual de Saúde"
2571,"DF",3015268,201,"2020-03-26",0,"Secretaria Estadual de Saúde"
2572,"SP",45919049,1223,"2020-03-27",68,"Secretaria Estadual de Saúde"
2573,"AC",881935,25,"2020-03-27",0,"Secretaria Estadual de Saúde"
2574,"AM",4144597,81,"2020-03-27",1,"Secretaria Estadual de Saúde"
2575,"RR",605761,12,"2020-03-27",0,"Secretaria Estadual de Saúde"
2576,"PA",8602865,16,"2020-03-27",0,"Secretaria Estadual de Saúde"
2577,"AP",845731,3,"2020-03-27",0,"Secretaria Estadual de Saúde"
2578,"TO",1572866,9,"2020-03-27",0,"Secretaria Estadual de Saúde"
2579,"MA",7075181,13,"2020-03-27",0,"Secretaria Estadual de Saúde"
2580,"PI",3273227,10,"2020-03-27",1,"Secretaria Estadual de Saúde"
2581,"CE",9132078,282,"2020-03-27",3,"Secretaria Estadual de Saúde"
2582,"RN",3506853,28,"2020-03-27",0,"Secretaria Estadual de Saúde"
2583,"PB",4018127,10,"2020-03-27",0,"Secretaria Estadual de Saúde"
2584,"PE",9557071,57,"2020-03-27",4,"Secretaria Estadual de Saúde"
2585,"AL",3337357,12,"2020-03-27",0,"Secretaria Estadual de Saúde"
2586,"SE",2298696,16,"2020-03-27",0,"Secretaria Estadual de Saúde"
2587,"BA",14873064,123,"2020-03-27",0,"Secretaria Estadual de Saúde"
2588,"MG",21168791,189,"2020-03-27",0,"Secretaria Estadual de Saúde"
2589,"ES",4018650,54,"2020-03-27",0,"Secretaria Estadual de Saúde"
2590,"RJ",17264943,493,"2020-03-27",10,"Secretaria Estadual de Saúde"
2591,"RO",1777225,6,"2020-03-27",0,"Secretaria Estadual de Saúde"
2592,"PR",11433957,125,"2020-03-27",2,"Secretaria Estadual de Saúde"
2593,"SC",7164788,163,"2020-03-27",1,"Secretaria Estadual de Saúde"
2594,"RS",11377239,197,"2020-03-27",2,"Secretaria Estadual de Saúde"
2595,"MS",2778986,28,"2020-03-27",0,"Secretaria Estadual de Saúde"
2596,"MT",3484466,11,"2020-03-27",0,"Secretaria Estadual de Saúde"
2597,"GO",7018354,49,"2020-03-27",1,"Secretaria Estadual de Saúde"
2598,"DF",3015268,241,"2020-03-27",0,"Secretaria Estadual de Saúde"
2599,"SP",45919049,1406,"2020-03-28",84,"Secretaria Estadual de Saúde"
2600,"AC",881935,25,"2020-03-28",0,"Secretaria Estadual de Saúde"
2601,"AM",4144597,111,"2020-03-28",1,"Secretaria Estadual de Saúde"
2602,"RR",605761,16,"2020-03-28",0,"Secretaria Estadual de Saúde"
2603,"PA",8602865,18,"2020-03-28",0,"Secretaria Estadual de Saúde"
2604,"AP",845731,4,"2020-03-28",0,"Secretaria Estadual de Saúde"
2605,"TO",1572866,9,"2020-03-28",0,"Secretaria Estadual de Saúde"
2606,"MA",7075181,15,"2020-03-28",0,"Secretaria Estadual de Saúde"
2607,"PI",3273227,11,"2020-03-28",1,"Secretaria Estadual de Saúde"
2608,"CE",9132078,322,"2020-03-28",4,"Secretaria Estadual de Saúde"
2609,"RN",3506853,68,"2020-03-28",1,"Secretaria Estadual de Saúde"
2610,"PB",4018127,14,"2020-03-28",0,"Secretaria Estadual de Saúde"
2611,"PE",9557071,68,"2020-03-28",5,"Secretaria Estadual de Saúde"
2612,"AL",3337357,14,"2020-03-28",0,"Secretaria Estadual de Saúde"
2613,"BA",14873064,127,"2020-03-28",0,"Secretaria Estadual de Saúde"
2614,"MG",21168791,205,"2020-03-28",0,"Secretaria Estadual de Saúde"
2615,"ES",4018650,61,"2020-03-28",0,"Secretaria Estadual de Saúde"
2616,"RJ",17264943,558,"2020-03-28",13,"Secretaria Estadual de Saúde"
2617,"RO",1777225,6,"2020-03-28",0,"Secretaria Estadual de Saúde"
2618,"PR",11433957,137,"2020-03-28",2,"Secretaria Estadual de Saúde"
2619,"SC",7164788,184,"2020-03-28",1,"Secretaria Estadual de Saúde"
2620,"RS",11377239,200,"2020-03-28",2,"Secretaria Estadual de Saúde"
2621,"MS",2778986,31,"2020-03-28",0,"Secretaria Estadual de Saúde"
2622,"GO",7018354,56,"2020-03-28",1,"Secretaria Estadual de Saúde"
2623,"DF",3015268,260,"2020-03-28",0,"Secretaria Estadual de Saúde"
2624,"SP",45919049,1451,"2020-03-29",98,"Secretaria Estadual de Saúde"
2625,"AC",881935,34,"2020-03-29",0,"Secretaria Estadual de Saúde"
2626,"AM",4144597,140,"2020-03-29",1,"Secretaria Estadual de Saúde"
2627,"RR",605761,16,"2020-03-29",0,"Secretaria Estadual de Saúde"
2628,"PA",8602865,20,"2020-03-29",0,"Secretaria Estadual de Saúde"
2629,"AP",845731,8,"2020-03-29",0,"Secretaria Estadual de Saúde"
2630,"TO",1572866,10,"2020-03-29",0,"Secretaria Estadual de Saúde"
2631,"MA",7075181,21,"2020-03-29",1,"Secretaria Estadual de Saúde"
2632,"CE",9132078,359,"2020-03-29",5,"Secretaria Estadual de Saúde"
2633,"PB",4018127,14,"2020-03-29",0,"Secretaria Estadual de Saúde"
2634,"PE",9557071,73,"2020-03-29",5,"Secretaria Estadual de Saúde"
2635,"AL",3337357,17,"2020-03-29",0,"Secretaria Estadual de Saúde"
2636,"BA",14873064,156,"2020-03-29",1,"Secretaria Estadual de Saúde"
2637,"MG",21168791,231,"2020-03-29",0,"Secretaria Estadual de Saúde"
2638,"ES",4018650,72,"2020-03-29",0,"Secretaria Estadual de Saúde"
2639,"RJ",17264943,600,"2020-03-29",17,"Secretaria Estadual de Saúde"
2640,"RO",1777225,6,"2020-03-29",0,"Secretaria Estadual de Saúde"
2641,"PR",11433957,152,"2020-03-29",2,"Secretaria Estadual de Saúde"
2642,"SC",7164788,197,"2020-03-29",1,"Secretaria Estadual de Saúde"
2643,"RS",11377239,230,"2020-03-29",2,"Secretaria Estadual de Saúde"
2644,"MS",2778986,36,"2020-03-29",0,"Secretaria Estadual de Saúde"
3560,"AP",845731,1482,"2020-05-03",43,"Secretaria Estadual de Saúde"
3561,"TO",1572866,267,"2020-05-03",6,"Secretaria Estadual de Saúde"
3562,"MA",7075181,4227,"2020-05-03",249,"Secretaria Estadual de Saúde"
3563,"PI",3273227,784,"2020-05-03",28,"Secretaria Estadual de Saúde"
3564,"CE",9132078,8379,"2020-05-03",677,"Secretaria Estadual de Saúde"
3565,"RN",3506853,1421,"2020-05-03",62,"Secretaria Estadual de Saúde"
3566,"PB",4018127,1219,"2020-05-03",79,"Secretaria Estadual de Saúde"
3567,"PE",9557071,8643,"2020-05-03",652,"Secretaria Estadual de Saúde"
3568,"AL",3337357,1441,"2020-05-03",64,"Secretaria Estadual de Saúde"
4122,"GO",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4123,"DF",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4124,"AC",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4125,"AM",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4126,"RR",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4127,"PA",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4128,"AP",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4129,"TO",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4130,"MA",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4131,"PI",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4132,"CE",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4133,"RN",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4134,"PB",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4135,"PE",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4136,"AL",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4137,"SE",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4138,"BA",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4139,"MG",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4140,"ES",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4141,"RJ",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4142,"RO",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4143,"PR",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4144,"SC",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4145,"RS",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4146,"MS",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4147,"MT",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4148,"GO",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4149,"DF",0,0,"2020-03-02",0,"Secretaria Estadual de Saúde"
4150,"AC",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4151,"AM",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4152,"RR",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4153,"PA",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4154,"AP",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4155,"TO",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4156,"MA",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4157,"PI",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4158,"CE",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4159,"RN",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4160,"PB",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4161,"PE",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4162,"AL",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4163,"SE",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4164,"BA",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4165,"MG",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4166,"ES",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4167,"RJ",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4168,"RO",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4169,"PR",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4170,"SC",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4171,"RS",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4172,"MS",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4173,"MT",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4174,"GO",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4175,"DF",0,0,"2020-03-03",0,"Secretaria Estadual de Saúde"
4176,"AC",0,0,"2020-03-04",0,"Secretaria Estadual de Saúde"
4177,"AM",0,0,"2020-03-04",0,"Secretaria Estadual de Saúde"
4178,"RR",0,0,"2020-03-04",0,"Secretaria Estadual de Saúde"
4179,"PA",0,0,"2020-03-04",0,"Secretaria Estadual de Saúde"
4180,"AP",0,0,"2020-03-04",0,"Secretaria Estadual de Saúde"
4181,"TO",0,0,"2020-03-04",0,"Secretaria Estadual de Saúde"
4182,"MA",0,0,"2020-03-04",0,"Secretaria Estadual de Saúde"
4183,"PI",0,0,"2020-03-04",0,"Secretaria Estadual de Saúde"
2645,"GO",7018354,56,"2020-03-29",1,"Secretaria Estadual de Saúde"
2646,"DF",3015268,298,"2020-03-29",1,"Secretaria Estadual de Saúde"
2647,"SP",45919049,1517,"2020-03-30",113,"Secretaria Estadual de Saúde"
2648,"AC",881935,41,"2020-03-30",0,"Secretaria Estadual de Saúde"
2649,"AM",4144597,151,"2020-03-30",2,"Secretaria Estadual de Saúde"
2650,"RR",605761,16,"2020-03-30",0,"Secretaria Estadual de Saúde"
2651,"PA",8602865,26,"2020-03-30",0,"Secretaria Estadual de Saúde"
2652,"AP",845731,8,"2020-03-30",0,"Secretaria Estadual de Saúde"
2653,"TO",1572866,11,"2020-03-30",0,"Secretaria Estadual de Saúde"
2654,"MA",7075181,30,"2020-03-30",1,"Secretaria Estadual de Saúde"
2655,"PI",3273227,18,"2020-03-30",4,"Secretaria Estadual de Saúde"
2656,"CE",9132078,382,"2020-03-30",5,"Secretaria Estadual de Saúde"
2657,"RN",3506853,77,"2020-03-30",1,"Secretaria Estadual de Saúde"
2658,"PB",4018127,17,"2020-03-30",0,"Secretaria Estadual de Saúde"
2659,"PE",9557071,77,"2020-03-30",6,"Secretaria Estadual de Saúde"
2660,"AL",3337357,17,"2020-03-30",0,"Secretaria Estadual de Saúde"
2661,"SE",2298696,18,"2020-03-30",0,"Secretaria Estadual de Saúde"
2662,"BA",14873064,176,"2020-03-30",2,"Secretaria Estadual de Saúde"
2663,"MG",21168791,261,"2020-03-30",1,"Secretaria Estadual de Saúde"
2664,"ES",4018650,85,"2020-03-30",0,"Secretaria Estadual de Saúde"
2665,"RJ",17264943,657,"2020-03-30",18,"Secretaria Estadual de Saúde"
2666,"RO",1777225,8,"2020-03-30",1,"Secretaria Estadual de Saúde"
2667,"PR",11433957,160,"2020-03-30",3,"Secretaria Estadual de Saúde"
2668,"SC",7164788,219,"2020-03-30",2,"Secretaria Estadual de Saúde"
2669,"RS",11377239,254,"2020-03-30",4,"Secretaria Estadual de Saúde"
2670,"MS",2778986,44,"2020-03-30",0,"Secretaria Estadual de Saúde"
2671,"MT",3484466,18,"2020-03-30",0,"Secretaria Estadual de Saúde"
2672,"GO",7018354,60,"2020-03-30",1,"Secretaria Estadual de Saúde"
2673,"DF",3015268,312,"2020-03-30",2,"Secretaria Estadual de Saúde"
2674,"SP",45919049,2339,"2020-03-31",136,"Secretaria Estadual de Saúde"
2675,"AC",881935,42,"2020-03-31",0,"Secretaria Estadual de Saúde"
2676,"AM",4144597,175,"2020-03-31",3,"Secretaria Estadual de Saúde"
2677,"RR",605761,16,"2020-03-31",0,"Secretaria Estadual de Saúde"
2678,"PA",8602865,34,"2020-03-31",0,"Secretaria Estadual de Saúde"
2679,"AP",845731,10,"2020-03-31",0,"Secretaria Estadual de Saúde"
2680,"TO",1572866,12,"2020-03-31",0,"Secretaria Estadual de Saúde"
2681,"MA",7075181,51,"2020-03-31",1,"Secretaria Estadual de Saúde"
2682,"PI",3273227,18,"2020-03-31",4,"Secretaria Estadual de Saúde"
2683,"CE",9132078,401,"2020-03-31",7,"Secretaria Estadual de Saúde"
2684,"RN",3506853,82,"2020-03-31",1,"Secretaria Estadual de Saúde"
2685,"PB",4018127,18,"2020-03-31",1,"Secretaria Estadual de Saúde"
2686,"PE",9557071,87,"2020-03-31",6,"Secretaria Estadual de Saúde"
2687,"AL",3337357,18,"2020-03-31",1,"Secretaria Estadual de Saúde"
2688,"SE",2298696,19,"2020-03-31",0,"Secretaria Estadual de Saúde"
2689,"BA",14873064,217,"2020-03-31",2,"Secretaria Estadual de Saúde"
2690,"MG",21168791,275,"2020-03-31",2,"Secretaria Estadual de Saúde"
2691,"ES",4018650,97,"2020-03-31",0,"Secretaria Estadual de Saúde"
2692,"RJ",17264943,708,"2020-03-31",23,"Secretaria Estadual de Saúde"
2693,"RO",1777225,9,"2020-03-31",1,"Secretaria Estadual de Saúde"
2694,"PR",11433957,185,"2020-03-31",3,"Secretaria Estadual de Saúde"
2695,"SC",7164788,235,"2020-03-31",2,"Secretaria Estadual de Saúde"
2696,"RS",11377239,305,"2020-03-31",4,"Secretaria Estadual de Saúde"
2697,"MS",2778986,48,"2020-03-31",1,"Secretaria Estadual de Saúde"
2698,"MT",3484466,25,"2020-03-31",0,"Secretaria Estadual de Saúde"
2699,"GO",7018354,65,"2020-03-31",1,"Secretaria Estadual de Saúde"
2700,"DF",3015268,333,"2020-03-31",3,"Secretaria Estadual de Saúde"
2701,"SP",45919049,2981,"2020-04-01",164,"Secretaria Estadual de Saúde"
2702,"AC",881935,43,"2020-04-01",0,"Secretaria Estadual de Saúde"
2703,"AM",4144597,200,"2020-04-01",3,"Secretaria Estadual de Saúde"
2704,"RR",605761,26,"2020-04-01",0,"Secretaria Estadual de Saúde"
2705,"PA",8602865,41,"2020-04-01",1,"Secretaria Estadual de Saúde"
2706,"AP",845731,11,"2020-04-01",0,"Secretaria Estadual de Saúde"
2707,"TO",1572866,12,"2020-04-01",0,"Secretaria Estadual de Saúde"
2708,"MA",7075181,70,"2020-04-01",1,"Secretaria Estadual de Saúde"
2709,"PI",3273227,19,"2020-04-01",4,"Secretaria Estadual de Saúde"
2710,"CE",9132078,445,"2020-04-01",9,"Secretaria Estadual de Saúde"
2711,"RN",3506853,92,"2020-04-01",2,"Secretaria Estadual de Saúde"
2712,"PB",4018127,21,"2020-04-01",1,"Secretaria Estadual de Saúde"
2713,"PE",9557071,95,"2020-04-01",8,"Secretaria Estadual de Saúde"
2714,"AL",3337357,18,"2020-04-01",1,"Secretaria Estadual de Saúde"
2715,"SE",2298696,22,"2020-04-01",0,"Secretaria Estadual de Saúde"
2716,"BA",14873064,246,"2020-04-01",2,"Secretaria Estadual de Saúde"
2717,"MG",21168791,314,"2020-04-01",3,"Secretaria Estadual de Saúde"
2718,"ES",4018650,120,"2020-04-01",0,"Secretaria Estadual de Saúde"
2719,"RJ",17264943,832,"2020-04-01",28,"Secretaria Estadual de Saúde"
2720,"RO",1777225,9,"2020-04-01",1,"Secretaria Estadual de Saúde"
2721,"PR",11433957,229,"2020-04-01",3,"Secretaria Estadual de Saúde"
2722,"SC",7164788,247,"2020-04-01",2,"Secretaria Estadual de Saúde"
2723,"RS",11377239,316,"2020-04-01",5,"Secretaria Estadual de Saúde"
2724,"MS",2778986,51,"2020-04-01",1,"Secretaria Estadual de Saúde"
2725,"MT",3484466,28,"2020-04-01",0,"Secretaria Estadual de Saúde"
2726,"GO",7018354,73,"2020-04-01",1,"Secretaria Estadual de Saúde"
2727,"DF",3015268,370,"2020-04-01",4,"Secretaria Estadual de Saúde"
2728,"SP",45919049,3506,"2020-04-02",188,"Secretaria Estadual de Saúde"
2729,"AC",881935,45,"2020-04-02",0,"Secretaria Estadual de Saúde"
2730,"AM",4144597,229,"2020-04-02",3,"Secretaria Estadual de Saúde"
2731,"RR",605761,30,"2020-04-02",0,"Secretaria Estadual de Saúde"
2732,"PA",8602865,49,"2020-04-02",1,"Secretaria Estadual de Saúde"
2733,"AP",845731,12,"2020-04-02",0,"Secretaria Estadual de Saúde"
2734,"TO",1572866,12,"2020-04-02",0,"Secretaria Estadual de Saúde"
2735,"MA",7075181,80,"2020-04-02",1,"Secretaria Estadual de Saúde"
2736,"PI",3273227,19,"2020-04-02",4,"Secretaria Estadual de Saúde"
2737,"CE",9132078,563,"2020-04-02",21,"Secretaria Estadual de Saúde"
2738,"RN",3506853,106,"2020-04-02",2,"Secretaria Estadual de Saúde"
3569,"SE",2298696,730,"2020-05-03",14,"Secretaria Estadual de Saúde"
3570,"BA",14873064,3566,"2020-05-03",128,"Secretaria Estadual de Saúde"
3571,"MG",21168791,2118,"2020-05-03",89,"Secretaria Estadual de Saúde"
3572,"ES",4018650,3208,"2020-05-03",115,"Secretaria Estadual de Saúde"
3573,"RJ",17264943,11139,"2020-05-03",1019,"Secretaria Estadual de Saúde"
3574,"RO",1777225,705,"2020-05-03",24,"Secretaria Estadual de Saúde"
3575,"PR",11433957,1533,"2020-05-03",96,"Secretaria Estadual de Saúde"
3576,"SC",7164788,2519,"2020-05-03",52,"Secretaria Estadual de Saúde"
3577,"RS",11377239,1690,"2020-05-03",67,"Secretaria Estadual de Saúde"
3578,"MS",2778986,272,"2020-05-03",10,"Secretaria Estadual de Saúde"
3579,"MT",3484466,337,"2020-05-03",12,"Secretaria Estadual de Saúde"
3580,"GO",7018354,850,"2020-05-03",30,"Secretaria Estadual de Saúde"
3581,"DF",3015268,1720,"2020-05-03",33,"Secretaria Estadual de Saúde"
3582,"SP",45919049,32187,"2020-05-04",2654,"Secretaria Estadual de Saúde"
3583,"AC",881935,733,"2020-05-04",28,"Secretaria Estadual de Saúde"
3584,"AM",4144597,7313,"2020-05-04",585,"Secretaria Estadual de Saúde"
